"ANO","NIVEL","CODMUNRES","IDHM_A","IDHM_CA","IDHM_CA_M","IDHM_CA_F"
2015,"MUNICIPIO",5206305,NA,0.688,NA,NA
2015,"MUNICIPIO",3120508,NA,0.668,NA,NA
2015,"MUNICIPIO",2801702,NA,0.553,NA,NA
2015,"MUNICIPIO",2203107,NA,0.566,NA,NA
2015,"MUNICIPIO",2909703,NA,0.614,NA,NA
2015,"MUNICIPIO",5206404,NA,0.708,NA,NA
2015,"MUNICIPIO",1706258,NA,0.644,NA,NA
2015,"MUNICIPIO",2304236,NA,0.59,NA,NA
2015,"MUNICIPIO",5206503,NA,0.706,NA,NA
2015,"MUNICIPIO",3120607,NA,0.651,NA,NA
2015,"MUNICIPIO",2304251,NA,0.632,NA,NA
2015,"MUNICIPIO",4306106,NA,0.75,NA,NA
2015,"MUNICIPIO",2909802,NA,0.699,NA,NA
2015,"MUNICIPIO",2504900,NA,0.552,NA,NA
2015,"MUNICIPIO",4106803,NA,0.664,NA,NA
2015,"MUNICIPIO",3513306,NA,0.774,NA,NA
2015,"MUNICIPIO",4306130,NA,0.719,NA,NA
2015,"MUNICIPIO",3513405,NA,0.788,NA,NA
2015,"MUNICIPIO",3120706,NA,0.696,NA,NA
2015,"MUNICIPIO",4106571,NA,0.709,NA,NA
2015,"MUNICIPIO",4106605,NA,0.717,NA,NA
2015,"MUNICIPIO",1200203,NA,0.664,NA,NA
2015,"MUNICIPIO",4106704,NA,0.664,NA,NA
2015,"MUNICIPIO",4306205,NA,0.664,NA,NA
2015,"MUNICIPIO",1200203,NA,0.713,NA,NA
2015,"MUNICIPIO",4106704,NA,0.713,NA,NA
2015,"MUNICIPIO",4306205,NA,0.713,NA,NA
2015,"MUNICIPIO",1200203,NA,0.723,NA,NA
2015,"MUNICIPIO",4106704,NA,0.723,NA,NA
2015,"MUNICIPIO",4306205,NA,0.723,NA,NA
2015,"MUNICIPIO",2403004,NA,0.654,NA,NA
2015,"MUNICIPIO",3120805,NA,0.695,NA,NA
2015,"MUNICIPIO",4106852,NA,0.666,NA,NA
2015,"MUNICIPIO",3513504,NA,0.737,NA,NA
2015,"MUNICIPIO",2505006,NA,0.566,NA,NA
2015,"MUNICIPIO",5103403,NA,0.785,NA,NA
2015,"MUNICIPIO",2505105,NA,0.591,NA,NA
2015,"MUNICIPIO",2505238,NA,0.524,NA,NA
2015,"MUNICIPIO",2505204,NA,0.57,NA,NA
2015,"MUNICIPIO",1100940,NA,0.612,NA,NA
2015,"MUNICIPIO",5206602,NA,0.737,NA,NA
2015,"MUNICIPIO",2604908,NA,0.572,NA,NA
2015,"MUNICIPIO",1502764,NA,0.55,NA,NA
2015,"MUNICIPIO",2801900,NA,0.604,NA,NA
2015,"MUNICIPIO",3513603,NA,0.684,NA,NA
2015,"MUNICIPIO",4204707,NA,0.742,NA,NA
2015,"MUNICIPIO",4204756,NA,0.754,NA,NA
2015,"MUNICIPIO",3120839,NA,0.627,NA,NA
2015,"MUNICIPIO",2605004,NA,0.592,NA,NA
2015,"MUNICIPIO",2909901,NA,0.581,NA,NA
2015,"MUNICIPIO",2203206,NA,0.607,NA,NA
2015,"MUNICIPIO",1502772,NA,0.636,NA,NA
2015,"MUNICIPIO",4106902,NA,0.823,NA,NA
2015,"MUNICIPIO",4204806,NA,0.721,NA,NA
2015,"MUNICIPIO",4107009,NA,0.656,NA,NA
2015,"MUNICIPIO",2203230,NA,0.542,NA,NA
2015,"MUNICIPIO",2403103,NA,0.691,NA,NA
2015,"MUNICIPIO",2505279,NA,0.529,NA,NA
2015,"MUNICIPIO",3120870,NA,0.585,NA,NA
2015,"MUNICIPIO",2203271,NA,0.527,NA,NA
2015,"MUNICIPIO",2505303,NA,0.606,NA,NA
2015,"MUNICIPIO",1502806,NA,0.502,NA,NA
2015,"MUNICIPIO",2203255,NA,0.555,NA,NA
2015,"MUNICIPIO",1502855,NA,0.578,NA,NA
2015,"MUNICIPIO",1502905,NA,0.582,NA,NA
2015,"MUNICIPIO",2103703,NA,0.612,NA,NA
2015,"MUNICIPIO",5103437,NA,0.69,NA,NA
2015,"MUNICIPIO",3120904,NA,0.713,NA,NA
2015,"MUNICIPIO",2605103,NA,0.594,NA,NA
2015,"MUNICIPIO",1600212,NA,0.628,NA,NA
2015,"MUNICIPIO",5206701,NA,0.654,NA,NA
2015,"MUNICIPIO",2505352,NA,0.521,NA,NA
2015,"MUNICIPIO",5206800,NA,0.697,NA,NA
2015,"MUNICIPIO",1706506,NA,0.581,NA,NA
2015,"MUNICIPIO",2910008,NA,0.54,NA,NA
2015,"MUNICIPIO",3121001,NA,0.616,NA,NA
2015,"MUNICIPIO",4306304,NA,0.762,NA,NA
2015,"MUNICIPIO",2103752,NA,0.716,NA,NA
2015,"MUNICIPIO",5206909,NA,0.716,NA,NA
2015,"MUNICIPIO",2103752,NA,0.607,NA,NA
2015,"MUNICIPIO",5206909,NA,0.607,NA,NA
2015,"MUNICIPIO",3121100,NA,0.669,NA,NA
2015,"MUNICIPIO",3121209,NA,0.74,NA,NA
2015,"MUNICIPIO",2702405,NA,0.612,NA,NA
2015,"MUNICIPIO",3121258,NA,0.639,NA,NA
2015,"MUNICIPIO",2203305,NA,0.618,NA,NA
2015,"MUNICIPIO",5103452,NA,0.683,NA,NA
2015,"MUNICIPIO",5003454,NA,0.694,NA,NA
2015,"MUNICIPIO",2304269,NA,0.609,NA,NA
2015,"MUNICIPIO",4306320,NA,0.707,NA,NA
2015,"MUNICIPIO",3513702,NA,0.76,NA,NA
2015,"MUNICIPIO",4204905,NA,0.743,NA,NA
2015,"MUNICIPIO",3121308,NA,0.68,NA,NA
2015,"MUNICIPIO",2505402,NA,0.58,NA,NA
2015,"MUNICIPIO",3121407,NA,0.639,NA,NA
2015,"MUNICIPIO",3121506,NA,0.631,NA,NA
2015,"MUNICIPIO",4306353,NA,0.654,NA,NA
2015,"MUNICIPIO",3513801,NA,0.757,NA,NA
2015,"MUNICIPIO",2505600,NA,0.593,NA,NA
2015,"MUNICIPIO",4107108,NA,0.723,NA,NA
2015,"MUNICIPIO",4107124,NA,0.608,NA,NA
2015,"MUNICIPIO",4107157,NA,0.644,NA,NA
2015,"MUNICIPIO",3121605,NA,0.716,NA,NA
2015,"MUNICIPIO",5103502,NA,0.718,NA,NA
2015,"MUNICIPIO",1707009,NA,0.701,NA,NA
2015,"MUNICIPIO",2910057,NA,0.676,NA,NA
2015,"MUNICIPIO",4306379,NA,0.648,NA,NA
2015,"MUNICIPIO",3121704,NA,0.601,NA,NA
2015,"MUNICIPIO",3121803,NA,0.702,NA,NA
2015,"MUNICIPIO",4205001,NA,0.706,NA,NA
2015,"MUNICIPIO",5207105,NA,0.729,NA,NA
2015,"MUNICIPIO",3513850,NA,0.741,NA,NA
2015,"MUNICIPIO",2203354,NA,0.561,NA,NA
2015,"MUNICIPIO",2802007,NA,0.61,NA,NA
2015,"MUNICIPIO",3121902,NA,0.657,NA,NA
2015,"MUNICIPIO",3122009,NA,0.605,NA,NA
2015,"MUNICIPIO",3122108,NA,0.661,NA,NA
2015,"MUNICIPIO",3201803,NA,0.632,NA,NA
2015,"MUNICIPIO",3513900,NA,0.734,NA,NA
2015,"MUNICIPIO",3122207,NA,0.623,NA,NA
2015,"MUNICIPIO",3122306,NA,0.764,NA,NA
2015,"MUNICIPIO",5208301,NA,0.653,NA,NA
2015,"MUNICIPIO",1707108,NA,0.683,NA,NA
2015,"MUNICIPIO",3122355,NA,0.608,NA,NA
2015,"MUNICIPIO",3122405,NA,0.67,NA,NA
2015,"MUNICIPIO",3122454,NA,0.609,NA,NA
2015,"MUNICIPIO",3514007,NA,0.718,NA,NA
2015,"MUNICIPIO",3514106,NA,0.725,NA,NA
2015,"MUNICIPIO",4306403,NA,0.743,NA,NA
2015,"MUNICIPIO",4306429,NA,0.67,NA,NA
2015,"MUNICIPIO",5003488,NA,0.639,NA,NA
2015,"MUNICIPIO",1707207,NA,0.583,NA,NA
2015,"MUNICIPIO",4306452,NA,0.757,NA,NA
2015,"MUNICIPIO",2702504,NA,0.532,NA,NA
2015,"MUNICIPIO",4107207,NA,0.767,NA,NA
2015,"MUNICIPIO",3514205,NA,0.742,NA,NA
2015,"MUNICIPIO",5103601,NA,0.69,NA,NA
2015,"MUNICIPIO",2910107,NA,0.591,NA,NA
2015,"MUNICIPIO",3122470,NA,0.673,NA,NA
2015,"MUNICIPIO",3122504,NA,0.688,NA,NA
2015,"MUNICIPIO",1502939,NA,0.615,NA,NA
2015,"MUNICIPIO",2203404,NA,0.601,NA,NA
2015,"MUNICIPIO",4306502,NA,0.587,NA,NA
2015,"MUNICIPIO",2203453,NA,0.549,NA,NA
2015,"MUNICIPIO",3122603,NA,0.622,NA,NA
2015,"MUNICIPIO",2910206,NA,0.632,NA,NA
2015,"MUNICIPIO",4306601,NA,0.708,NA,NA
2015,"MUNICIPIO",2103802,NA,0.622,NA,NA
2015,"MUNICIPIO",4306551,NA,0.691,NA,NA
2015,"MUNICIPIO",3122702,NA,0.709,NA,NA
2015,"MUNICIPIO",3122801,NA,0.687,NA,NA
2015,"MUNICIPIO",3201902,NA,0.669,NA,NA
2015,"MUNICIPIO",2203420,NA,0.55,NA,NA
2015,"MUNICIPIO",4205100,NA,0.742,NA,NA
2015,"MUNICIPIO",3122900,NA,0.701,NA,NA
2015,"MUNICIPIO",4306700,NA,0.697,NA,NA
2015,"MUNICIPIO",2505709,NA,0.545,NA,NA
2015,"MUNICIPIO",3123007,NA,0.686,NA,NA
2015,"MUNICIPIO",3123106,NA,0.636,NA,NA
2015,"MUNICIPIO",3123205,NA,0.719,NA,NA
2015,"MUNICIPIO",3202009,NA,0.654,NA,NA
2015,"MUNICIPIO",3123304,NA,0.629,NA,NA
2015,"MUNICIPIO",3123403,NA,0.692,NA,NA
2015,"MUNICIPIO",2605152,NA,0.589,NA,NA
2015,"MUNICIPIO",4107256,NA,0.699,NA,NA
2015,"MUNICIPIO",5003504,NA,0.699,NA,NA
2015,"MUNICIPIO",4107256,NA,0.724,NA,NA
2015,"MUNICIPIO",5003504,NA,0.724,NA,NA
2015,"MUNICIPIO",3514304,NA,0.738,NA,NA
2015,"MUNICIPIO",3123502,NA,0.706,NA,NA
2015,"MUNICIPIO",5003702,NA,0.747,NA,NA
2015,"MUNICIPIO",4107306,NA,0.746,NA,NA
2015,"MUNICIPIO",4306734,NA,0.706,NA,NA
2015,"MUNICIPIO",4205159,NA,0.716,NA,NA
2015,"MUNICIPIO",4306759,NA,0.724,NA,NA
2015,"MUNICIPIO",2403202,NA,0.621,NA,NA
2015,"MUNICIPIO",4128633,NA,0.546,NA,NA
2015,"MUNICIPIO",5207253,NA,0.668,NA,NA
2015,"MUNICIPIO",3514403,NA,0.776,NA,NA
2015,"MUNICIPIO",3514502,NA,0.748,NA,NA
2015,"MUNICIPIO",3301603,NA,0.659,NA,NA
2015,"MUNICIPIO",2505808,NA,0.603,NA,NA
2015,"MUNICIPIO",1707306,NA,0.679,NA,NA
2015,"MUNICIPIO",3514601,NA,0.744,NA,NA
2015,"MUNICIPIO",2103901,NA,0.533,NA,NA
2015,"MUNICIPIO",3301702,NA,0.711,NA,NA
2015,"MUNICIPIO",3123528,NA,0.645,NA,NA
2015,"MUNICIPIO",3514700,NA,0.745,NA,NA
2015,"MUNICIPIO",3202108,NA,0.662,NA,NA
2015,"MUNICIPIO",5207352,NA,0.702,NA,NA
2015,"MUNICIPIO",5207402,NA,0.739,NA,NA
2015,"MUNICIPIO",1301407,NA,0.563,NA,NA
2015,"MUNICIPIO",3514809,NA,0.684,NA,NA
2015,"MUNICIPIO",5003751,NA,0.684,NA,NA
2015,"MUNICIPIO",3514809,NA,0.691,NA,NA
2015,"MUNICIPIO",5003751,NA,0.691,NA,NA
2015,"MUNICIPIO",4306767,NA,0.717,NA,NA
2015,"MUNICIPIO",1502954,NA,0.56,NA,NA
2015,"MUNICIPIO",2203503,NA,0.58,NA,NA
2015,"MUNICIPIO",3514908,NA,0.695,NA,NA
2015,"MUNICIPIO",2203602,NA,0.595,NA,NA
2015,"MUNICIPIO",3514924,NA,0.747,NA,NA
2015,"MUNICIPIO",2910305,NA,0.623,NA,NA
2015,"MUNICIPIO",3123601,NA,0.685,NA,NA
2015,"MUNICIPIO",2505907,NA,0.595,NA,NA
2015,"MUNICIPIO",3514957,NA,0.73,NA,NA
2015,"MUNICIPIO",3515004,NA,0.735,NA,NA
2015,"MUNICIPIO",3515103,NA,0.749,NA,NA
2015,"MUNICIPIO",3515129,NA,0.727,NA,NA
2015,"MUNICIPIO",4306809,NA,0.767,NA,NA
2015,"MUNICIPIO",2403301,NA,0.629,NA,NA
2015,"MUNICIPIO",2910404,NA,0.544,NA,NA
2015,"MUNICIPIO",4306908,NA,0.657,NA,NA
2015,"MUNICIPIO",4107405,NA,0.752,NA,NA
2015,"MUNICIPIO",4107504,NA,0.73,NA,NA
2015,"MUNICIPIO",3123700,NA,0.644,NA,NA
2015,"MUNICIPIO",3515152,NA,0.732,NA,NA
2015,"MUNICIPIO",3123809,NA,0.655,NA,NA
2015,"MUNICIPIO",3301801,NA,0.722,NA,NA
2015,"MUNICIPIO",4306924,NA,0.717,NA,NA
2015,"MUNICIPIO",3123858,NA,0.634,NA,NA
2015,"MUNICIPIO",2910503,NA,0.615,NA,NA
2015,"MUNICIPIO",4205175,NA,0.615,NA,NA
2015,"MUNICIPIO",2910503,NA,0.657,NA,NA
2015,"MUNICIPIO",4205175,NA,0.657,NA,NA
2015,"MUNICIPIO",3123908,NA,0.672,NA,NA
2015,"MUNICIPIO",4107538,NA,0.761,NA,NA
2015,"MUNICIPIO",4306957,NA,0.703,NA,NA
2015,"MUNICIPIO",4306932,NA,0.68,NA,NA
2015,"MUNICIPIO",1301506,NA,0.509,NA,NA
2015,"MUNICIPIO",1200252,NA,0.653,NA,NA
2015,"MUNICIPIO",2403400,NA,0.623,NA,NA
2015,"MUNICIPIO",4306973,NA,0.712,NA,NA
2015,"MUNICIPIO",4307005,NA,0.776,NA,NA
2015,"MUNICIPIO",2304277,NA,0.61,NA,NA
2015,"MUNICIPIO",2900504,NA,0.584,NA,NA
2015,"MUNICIPIO",4205191,NA,0.726,NA,NA
2015,"MUNICIPIO",4307054,NA,0.716,NA,NA
2015,"MUNICIPIO",4307203,NA,0.681,NA,NA
2015,"MUNICIPIO",4307302,NA,0.685,NA,NA
2015,"MUNICIPIO",4205209,NA,0.723,NA,NA
2015,"MUNICIPIO",3124005,NA,0.625,NA,NA
2015,"MUNICIPIO",2605202,NA,0.632,NA,NA
2015,"MUNICIPIO",4307401,NA,0.68,NA,NA
2015,"MUNICIPIO",3124104,NA,0.671,NA,NA
2015,"MUNICIPIO",3124203,NA,0.663,NA,NA
2015,"MUNICIPIO",2506004,NA,0.623,NA,NA
2015,"MUNICIPIO",4307450,NA,0.661,NA,NA
2015,"MUNICIPIO",4107520,NA,0.689,NA,NA
2015,"MUNICIPIO",1707405,NA,0.605,NA,NA
2015,"MUNICIPIO",2203701,NA,0.605,NA,NA
2015,"MUNICIPIO",1707405,NA,0.57,NA,NA
2015,"MUNICIPIO",2203701,NA,0.57,NA,NA
2015,"MUNICIPIO",2104008,NA,0.586,NA,NA
2015,"MUNICIPIO",4107546,NA,0.636,NA,NA
2015,"MUNICIPIO",1100098,NA,0.672,NA,NA
2015,"MUNICIPIO",3124302,NA,0.627,NA,NA
2015,"MUNICIPIO",2403509,NA,0.558,NA,NA
2015,"MUNICIPIO",3124401,NA,0.685,NA,NA
2015,"MUNICIPIO",3515186,NA,0.787,NA,NA
2015,"MUNICIPIO",3515194,NA,0.696,NA,NA
2015,"MUNICIPIO",2910602,NA,0.589,NA,NA
2015,"MUNICIPIO",4307500,NA,0.765,NA,NA
2015,"MUNICIPIO",4307559,NA,0.753,NA,NA
2015,"MUNICIPIO",2802106,NA,0.647,NA,NA
2015,"MUNICIPIO",4307609,NA,0.757,NA,NA
2015,"MUNICIPIO",4307708,NA,0.754,NA,NA
2015,"MUNICIPIO",3124500,NA,0.691,NA,NA
2015,"MUNICIPIO",3557303,NA,0.74,NA,NA
2015,"MUNICIPIO",2104057,NA,0.659,NA,NA
2015,"MUNICIPIO",4307807,NA,0.767,NA,NA
2015,"MUNICIPIO",3124609,NA,0.71,NA,NA
2015,"MUNICIPIO",2702553,NA,0.534,NA,NA
2015,"MUNICIPIO",3124708,NA,0.676,NA,NA
2015,"MUNICIPIO",3515301,NA,0.707,NA,NA
2015,"MUNICIPIO",5207501,NA,0.707,NA,NA
2015,"MUNICIPIO",3515301,NA,0.74,NA,NA
2015,"MUNICIPIO",5207501,NA,0.74,NA,NA
2015,"MUNICIPIO",3124807,NA,0.696,NA,NA
2015,"MUNICIPIO",3515202,NA,0.76,NA,NA
2015,"MUNICIPIO",4307815,NA,0.679,NA,NA
2015,"MUNICIPIO",2910701,NA,0.567,NA,NA
2015,"MUNICIPIO",3515350,NA,0.704,NA,NA
2015,"MUNICIPIO",4307831,NA,0.712,NA,NA
2015,"MUNICIPIO",3124906,NA,0.675,NA,NA
2015,"MUNICIPIO",2910727,NA,0.677,NA,NA
2015,"MUNICIPIO",2304285,NA,0.701,NA,NA
2015,"MUNICIPIO",3125002,NA,0.676,NA,NA
2015,"MUNICIPIO",3125101,NA,0.732,NA,NA
2015,"MUNICIPIO",2403608,NA,0.66,NA,NA
2015,"MUNICIPIO",2605301,NA,0.576,NA,NA
2015,"MUNICIPIO",2506103,NA,0.56,NA,NA
2015,"MUNICIPIO",4307864,NA,0.763,NA,NA
2015,"MUNICIPIO",5207535,NA,0.65,NA,NA
2015,"MUNICIPIO",3125200,NA,0.717,NA,NA
2015,"MUNICIPIO",3125309,NA,0.687,NA,NA
2015,"MUNICIPIO",2304301,NA,0.633,NA,NA
2015,"MUNICIPIO",1503002,NA,0.563,NA,NA
2015,"MUNICIPIO",4107553,NA,0.715,NA,NA
2015,"MUNICIPIO",4307906,NA,0.777,NA,NA
2015,"MUNICIPIO",3515400,NA,0.732,NA,NA
2015,"MUNICIPIO",2203750,NA,0.548,NA,NA
2015,"MUNICIPIO",1707553,NA,0.559,NA,NA
2015,"MUNICIPIO",2910750,NA,0.559,NA,NA
2015,"MUNICIPIO",1707553,NA,0.697,NA,NA
2015,"MUNICIPIO",2910750,NA,0.697,NA,NA
2015,"MUNICIPIO",5003801,NA,0.714,NA,NA
2015,"MUNICIPIO",4107603,NA,0.687,NA,NA
2015,"MUNICIPIO",4308003,NA,0.72,NA,NA
2015,"MUNICIPIO",4205308,NA,0.758,NA,NA
2015,"MUNICIPIO",4308052,NA,0.666,NA,NA
2015,"MUNICIPIO",5207600,NA,0.685,NA,NA
2015,"MUNICIPIO",4107652,NA,0.72,NA,NA
2015,"MUNICIPIO",4308078,NA,0.698,NA,NA
2015,"MUNICIPIO",1200302,NA,0.539,NA,NA
2015,"MUNICIPIO",2910776,NA,0.588,NA,NA
2015,"MUNICIPIO",2910800,NA,0.712,NA,NA
2015,"MUNICIPIO",2702603,NA,0.533,NA,NA
2015,"MUNICIPIO",2605400,NA,0.6,NA,NA
2015,"MUNICIPIO",2802205,NA,0.6,NA,NA
2015,"MUNICIPIO",2605400,NA,0.584,NA,NA
2015,"MUNICIPIO",2802205,NA,0.584,NA,NA
2015,"MUNICIPIO",2104073,NA,0.532,NA,NA
2015,"MUNICIPIO",3125408,NA,0.606,NA,NA
2015,"MUNICIPIO",2403707,NA,0.636,NA,NA
2015,"MUNICIPIO",3125606,NA,0.583,NA,NA
2015,"MUNICIPIO",3125705,NA,0.648,NA,NA
2015,"MUNICIPIO",4308102,NA,0.75,NA,NA
2015,"MUNICIPIO",2702702,NA,0.565,NA,NA
2015,"MUNICIPIO",5103700,NA,0.692,NA,NA
2015,"MUNICIPIO",4107702,NA,0.716,NA,NA
2015,"MUNICIPIO",4107736,NA,0.645,NA,NA
2015,"MUNICIPIO",3125804,NA,0.646,NA,NA
2015,"MUNICIPIO",2605459,NA,0.788,NA,NA
2015,"MUNICIPIO",2104081,NA,0.443,NA,NA
2015,"MUNICIPIO",2403756,NA,0.597,NA,NA
2015,"MUNICIPIO",3515608,NA,0.758,NA,NA
2015,"MUNICIPIO",3515509,NA,0.797,NA,NA
2015,"MUNICIPIO",3515657,NA,0.703,NA,NA
2015,"MUNICIPIO",3515707,NA,0.738,NA,NA
2015,"MUNICIPIO",1600238,NA,0.656,NA,NA
2015,"MUNICIPIO",2605509,NA,0.622,NA,NA
2015,"MUNICIPIO",3125903,NA,0.603,NA,NA
2015,"MUNICIPIO",3125952,NA,0.58,NA,NA
2015,"MUNICIPIO",4107751,NA,0.677,NA,NA
2015,"MUNICIPIO",5003900,NA,0.66,NA,NA
2015,"MUNICIPIO",1707652,NA,0.689,NA,NA
2015,"MUNICIPIO",5103809,NA,0.679,NA,NA
2015,"MUNICIPIO",1707702,NA,0.565,NA,NA
2015,"MUNICIPIO",2910859,NA,0.565,NA,NA
2015,"MUNICIPIO",1707702,NA,0.621,NA,NA
2015,"MUNICIPIO",2910859,NA,0.621,NA,NA
2015,"MUNICIPIO",2910909,NA,0.578,NA,NA
2015,"MUNICIPIO",5207808,NA,0.732,NA,NA
2015,"MUNICIPIO",2702801,NA,0.527,NA,NA
2015,"MUNICIPIO",4107850,NA,0.682,NA,NA
2015,"MUNICIPIO",4205357,NA,0.708,NA,NA
2015,"MUNICIPIO",3515806,NA,0.727,NA,NA
2015,"MUNICIPIO",4107801,NA,0.745,NA,NA
2015,"MUNICIPIO",2403806,NA,0.642,NA,NA
2015,"MUNICIPIO",3515905,NA,0.747,NA,NA
2015,"MUNICIPIO",2605608,NA,0.556,NA,NA
2015,"MUNICIPIO",4308201,NA,0.754,NA,NA
2015,"MUNICIPIO",5207907,NA,0.597,NA,NA
2015,"MUNICIPIO",2203800,NA,0.547,NA,NA
2015,"MUNICIPIO",2605707,NA,0.626,NA,NA
2015,"MUNICIPIO",4107900,NA,0.626,NA,NA
2015,"MUNICIPIO",2605707,NA,0.736,NA,NA
2015,"MUNICIPIO",4107900,NA,0.736,NA,NA
2015,"MUNICIPIO",2911006,NA,0.557,NA,NA
2015,"MUNICIPIO",1503044,NA,0.583,NA,NA
2015,"MUNICIPIO",2203859,NA,0.538,NA,NA
2015,"MUNICIPIO",3126000,NA,0.724,NA,NA
2015,"MUNICIPIO",4108007,NA,0.701,NA,NA
2015,"MUNICIPIO",2203909,NA,0.7,NA,NA
2015,"MUNICIPIO",4308250,NA,0.663,NA,NA
2015,"MUNICIPIO",4205407,NA,0.847,NA,NA
2015,"MUNICIPIO",4108106,NA,0.732,NA,NA
2015,"MUNICIPIO",3516002,NA,0.715,NA,NA
2015,"MUNICIPIO",3516101,NA,0.713,NA,NA
2015,"MUNICIPIO",1301605,NA,0.53,NA,NA
2015,"MUNICIPIO",4308300,NA,0.661,NA,NA
2015,"MUNICIPIO",3126109,NA,0.755,NA,NA
2015,"MUNICIPIO",4308409,NA,0.682,NA,NA
2015,"MUNICIPIO",5208004,NA,0.744,NA,NA
2015,"MUNICIPIO",2104099,NA,0.556,NA,NA
2015,"MUNICIPIO",4108205,NA,0.723,NA,NA
2015,"MUNICIPIO",2911105,NA,0.618,NA,NA
2015,"MUNICIPIO",4205431,NA,0.715,NA,NA
2015,"MUNICIPIO",3126208,NA,0.715,NA,NA
2015,"MUNICIPIO",5208103,NA,0.715,NA,NA
2015,"MUNICIPIO",3126208,NA,0.64,NA,NA
2015,"MUNICIPIO",5208103,NA,0.64,NA,NA
2015,"MUNICIPIO",1708205,NA,0.67,NA,NA
2015,"MUNICIPIO",4308433,NA,0.683,NA,NA
2015,"MUNICIPIO",2304350,NA,0.644,NA,NA
2015,"MUNICIPIO",4205456,NA,0.753,NA,NA
2015,"MUNICIPIO",2304400,NA,0.754,NA,NA
2015,"MUNICIPIO",3126307,NA,0.67,NA,NA
2015,"MUNICIPIO",1708254,NA,0.659,NA,NA
2015,"MUNICIPIO",2104107,NA,0.616,NA,NA
2015,"MUNICIPIO",4308458,NA,0.756,NA,NA
2015,"MUNICIPIO",2304459,NA,0.624,NA,NA
2015,"MUNICIPIO",2104206,NA,0.58,NA,NA
2015,"MUNICIPIO",3126406,NA,0.696,NA,NA
2015,"MUNICIPIO",4108304,NA,0.751,NA,NA
2015,"MUNICIPIO",4108452,NA,0.645,NA,NA
2015,"MUNICIPIO",4205506,NA,0.731,NA,NA
2015,"MUNICIPIO",3516200,NA,0.78,NA,NA
2015,"MUNICIPIO",2204006,NA,0.564,NA,NA
2015,"MUNICIPIO",4108320,NA,0.669,NA,NA
2015,"MUNICIPIO",2204105,NA,0.577,NA,NA
2015,"MUNICIPIO",3126505,NA,0.622,NA,NA
2015,"MUNICIPIO",4108403,NA,0.774,NA,NA
2015,"MUNICIPIO",2403905,NA,0.606,NA,NA
2015,"MUNICIPIO",3126604,NA,0.625,NA,NA
2015,"MUNICIPIO",2204154,NA,0.553,NA,NA
2015,"MUNICIPIO",3516309,NA,0.703,NA,NA
2015,"MUNICIPIO",3126703,NA,0.654,NA,NA
2015,"MUNICIPIO",2204204,NA,0.608,NA,NA
2015,"MUNICIPIO",3126752,NA,0.603,NA,NA
2015,"MUNICIPIO",3516408,NA,0.731,NA,NA
2015,"MUNICIPIO",2304509,NA,0.604,NA,NA
2015,"MUNICIPIO",4308508,NA,0.76,NA,NA
2015,"MUNICIPIO",3126802,NA,0.59,NA,NA
2015,"MUNICIPIO",3126901,NA,0.648,NA,NA
2015,"MUNICIPIO",3126950,NA,0.543,NA,NA
2015,"MUNICIPIO",2506202,NA,0.641,NA,NA
2015,"MUNICIPIO",2605806,NA,0.576,NA,NA
2015,"MUNICIPIO",2802304,NA,0.589,NA,NA
2015,"MUNICIPIO",4205555,NA,0.682,NA,NA
2015,"MUNICIPIO",3127008,NA,0.684,NA,NA
2015,"MUNICIPIO",3127057,NA,0.592,NA,NA
2015,"MUNICIPIO",2204303,NA,0.619,NA,NA
2015,"MUNICIPIO",3127073,NA,0.544,NA,NA
2015,"MUNICIPIO",3127107,NA,0.73,NA,NA
2015,"MUNICIPIO",2404002,NA,0.597,NA,NA
2015,"MUNICIPIO",3202207,NA,0.718,NA,NA
2015,"MUNICIPIO",3127206,NA,0.655,NA,NA
2015,"MUNICIPIO",3516507,NA,0.763,NA,NA
2015,"MUNICIPIO",2506251,NA,0.513,NA,NA
2015,"MUNICIPIO",3516606,NA,0.709,NA,NA
2015,"MUNICIPIO",3127305,NA,0.654,NA,NA
2015,"MUNICIPIO",2404101,NA,0.564,NA,NA
2015,"MUNICIPIO",4205605,NA,0.708,NA,NA
2015,"MUNICIPIO",2605905,NA,0.602,NA,NA
2015,"MUNICIPIO",5208152,NA,0.659,NA,NA
2015,"MUNICIPIO",3127339,NA,0.65,NA,NA
2015,"MUNICIPIO",2911204,NA,0.632,NA,NA
2015,"MUNICIPIO",2606002,NA,0.664,NA,NA
2015,"MUNICIPIO",2802403,NA,0.564,NA,NA
2015,"MUNICIPIO",3516705,NA,0.769,NA,NA
2015,"MUNICIPIO",4308607,NA,0.786,NA,NA
2015,"MUNICIPIO",4205704,NA,0.753,NA,NA
2015,"MUNICIPIO",1503077,NA,0.526,NA,NA
2015,"MUNICIPIO",4308656,NA,0.671,NA,NA
2015,"MUNICIPIO",4205803,NA,0.725,NA,NA
2015,"MUNICIPIO",4205902,NA,0.765,NA,NA
2015,"MUNICIPIO",3516804,NA,0.723,NA,NA
2015,"MUNICIPIO",5103858,NA,0.615,NA,NA
2015,"MUNICIPIO",4308706,NA,0.738,NA,NA
2015,"MUNICIPIO",2911253,NA,0.599,NA,NA
2015,"MUNICIPIO",3516853,NA,0.719,NA,NA
2015,"MUNICIPIO",2204352,NA,0.561,NA,NA
