"ANO","NIVEL","CODMUNRES","IDHM_A","IDHM_CA","IDHM_CA_M","IDHM_CA_F"
2015,"MUNICIPIO",3529658,NA,0.724,NA,NA
2015,"MUNICIPIO",3141702,NA,0.656,NA,NA
2015,"MUNICIPIO",3302858,NA,0.656,NA,NA
2015,"MUNICIPIO",3141702,NA,0.737,NA,NA
2015,"MUNICIPIO",3302858,NA,0.737,NA,NA
2015,"MUNICIPIO",2705200,NA,0.568,NA,NA
2015,"MUNICIPIO",2407609,NA,0.644,NA,NA
2015,"MUNICIPIO",2206209,NA,0.539,NA,NA
2015,"MUNICIPIO",2921203,NA,0.586,NA,NA
2015,"MUNICIPIO",2206308,NA,0.623,NA,NA
2015,"MUNICIPIO",3302908,NA,0.745,NA,NA
2015,"MUNICIPIO",3529708,NA,0.741,NA,NA
2015,"MUNICIPIO",2308302,NA,0.622,NA,NA
2015,"MUNICIPIO",2921302,NA,0.622,NA,NA
2015,"MUNICIPIO",2308302,NA,0.628,NA,NA
2015,"MUNICIPIO",2921302,NA,0.628,NA,NA
2015,"MUNICIPIO",2106672,NA,0.527,NA,NA
2015,"MUNICIPIO",2308351,NA,0.626,NA,NA
2015,"MUNICIPIO",2206357,NA,0.508,NA,NA
2015,"MUNICIPIO",5213053,NA,0.665,NA,NA
2015,"MUNICIPIO",3203403,NA,0.67,NA,NA
2015,"MUNICIPIO",5213087,NA,0.707,NA,NA
2015,"MUNICIPIO",2705309,NA,0.563,NA,NA
2015,"MUNICIPIO",4312252,NA,0.681,NA,NA
2015,"MUNICIPIO",3141801,NA,0.633,NA,NA
2015,"MUNICIPIO",3141900,NA,0.658,NA,NA
2015,"MUNICIPIO",5213103,NA,0.718,NA,NA
2015,"MUNICIPIO",3529807,NA,0.73,NA,NA
2015,"MUNICIPIO",1101203,NA,0.638,NA,NA
2015,"MUNICIPIO",3530003,NA,0.743,NA,NA
2015,"MUNICIPIO",3142007,NA,0.665,NA,NA
2015,"MUNICIPIO",3529906,NA,0.697,NA,NA
2015,"MUNICIPIO",3303005,NA,0.713,NA,NA
2015,"MUNICIPIO",1713205,NA,0.684,NA,NA
2015,"MUNICIPIO",2106706,NA,0.545,NA,NA
2015,"MUNICIPIO",4115903,NA,0.545,NA,NA
2015,"MUNICIPIO",2106706,NA,0.68,NA,NA
2015,"MUNICIPIO",4115903,NA,0.68,NA,NA
2015,"MUNICIPIO",3142106,NA,0.663,NA,NA
2015,"MUNICIPIO",4312302,NA,0.725,NA,NA
2015,"MUNICIPIO",3142205,NA,0.68,NA,NA
2015,"MUNICIPIO",2308377,NA,0.592,NA,NA
2015,"MUNICIPIO",5005608,NA,0.632,NA,NA
2015,"MUNICIPIO",2106755,NA,0.61,NA,NA
2015,"MUNICIPIO",2609303,NA,0.591,NA,NA
2015,"MUNICIPIO",3530102,NA,0.751,NA,NA
2015,"MUNICIPIO",2921401,NA,0.542,NA,NA
2015,"MUNICIPIO",1713304,NA,0.662,NA,NA
2015,"MUNICIPIO",2921450,NA,0.527,NA,NA
2015,"MUNICIPIO",1101302,NA,0.643,NA,NA
2015,"MUNICIPIO",3530201,NA,0.724,NA,NA
2015,"MUNICIPIO",4116000,NA,0.748,NA,NA
2015,"MUNICIPIO",3530300,NA,0.762,NA,NA
2015,"MUNICIPIO",5105622,NA,0.704,NA,NA
2015,"MUNICIPIO",3530409,NA,0.738,NA,NA
2015,"MUNICIPIO",3142254,NA,0.593,NA,NA
2015,"MUNICIPIO",4210852,NA,0.708,NA,NA
2015,"MUNICIPIO",2106805,NA,0.622,NA,NA
2015,"MUNICIPIO",4116059,NA,0.711,NA,NA
2015,"MUNICIPIO",2308401,NA,0.622,NA,NA
2015,"MUNICIPIO",1504604,NA,0.575,NA,NA
2015,"MUNICIPIO",3530508,NA,0.762,NA,NA
2015,"MUNICIPIO",4210902,NA,0.76,NA,NA
2015,"MUNICIPIO",3142304,NA,0.638,NA,NA
2015,"MUNICIPIO",3142403,NA,0.721,NA,NA
2015,"MUNICIPIO",2509404,NA,0.574,NA,NA
2015,"MUNICIPIO",3530607,NA,0.783,NA,NA
2015,"MUNICIPIO",3530706,NA,0.774,NA,NA
2015,"MUNICIPIO",5213400,NA,0.696,NA,NA
2015,"MUNICIPIO",2804102,NA,0.587,NA,NA
2015,"MUNICIPIO",1504703,NA,0.547,NA,NA
2015,"MUNICIPIO",2308500,NA,0.582,NA,NA
2015,"MUNICIPIO",3530904,NA,0.719,NA,NA
2015,"MUNICIPIO",2106904,NA,0.546,NA,NA
2015,"MUNICIPIO",3531001,NA,0.772,NA,NA
2015,"MUNICIPIO",4211009,NA,0.748,NA,NA
2015,"MUNICIPIO",3531100,NA,0.754,NA,NA
2015,"MUNICIPIO",3142502,NA,0.65,NA,NA
2015,"MUNICIPIO",2206407,NA,0.615,NA,NA
2015,"MUNICIPIO",2206506,NA,0.561,NA,NA
2015,"MUNICIPIO",3142601,NA,0.721,NA,NA
2015,"MUNICIPIO",2308609,NA,0.61,NA,NA
2015,"MUNICIPIO",2509503,NA,0.59,NA,NA
2015,"MUNICIPIO",3142700,NA,0.613,NA,NA
2015,"MUNICIPIO",3203502,NA,0.667,NA,NA
2015,"MUNICIPIO",2407708,NA,0.557,NA,NA
2015,"MUNICIPIO",4312351,NA,0.764,NA,NA
2015,"MUNICIPIO",1504802,NA,0.589,NA,NA
2015,"MUNICIPIO",2407807,NA,0.589,NA,NA
2015,"MUNICIPIO",1504802,NA,0.609,NA,NA
2015,"MUNICIPIO",2407807,NA,0.609,NA,NA
2015,"MUNICIPIO",5213509,NA,0.615,NA,NA
2015,"MUNICIPIO",3142809,NA,0.674,NA,NA
2015,"MUNICIPIO",2804201,NA,0.553,NA,NA
2015,"MUNICIPIO",2206605,NA,0.578,NA,NA
2015,"MUNICIPIO",3531209,NA,0.759,NA,NA
2015,"MUNICIPIO",4312377,NA,0.65,NA,NA
2015,"MUNICIPIO",3531308,NA,0.768,NA,NA
2015,"MUNICIPIO",3531407,NA,0.785,NA,NA
2015,"MUNICIPIO",3142908,NA,0.659,NA,NA
2015,"MUNICIPIO",3531506,NA,0.753,NA,NA
2015,"MUNICIPIO",3143005,NA,0.688,NA,NA
2015,"MUNICIPIO",4312385,NA,0.752,NA,NA
2015,"MUNICIPIO",4211058,NA,0.643,NA,NA
2015,"MUNICIPIO",3143104,NA,0.728,NA,NA
2015,"MUNICIPIO",3531605,NA,0.675,NA,NA
2015,"MUNICIPIO",4211108,NA,0.675,NA,NA
2015,"MUNICIPIO",3531605,NA,0.741,NA,NA
2015,"MUNICIPIO",4211108,NA,0.741,NA,NA
2015,"MUNICIPIO",2407906,NA,0.598,NA,NA
2015,"MUNICIPIO",1713601,NA,0.622,NA,NA
2015,"MUNICIPIO",3143153,NA,0.541,NA,NA
2015,"MUNICIPIO",2509602,NA,0.587,NA,NA
2015,"MUNICIPIO",3531803,NA,0.733,NA,NA
2015,"MUNICIPIO",1101401,NA,0.607,NA,NA
2015,"MUNICIPIO",2921500,NA,0.506,NA,NA
2015,"MUNICIPIO",3143203,NA,0.71,NA,NA
2015,"MUNICIPIO",1713700,NA,0.62,NA,NA
2015,"MUNICIPIO",3143401,NA,0.724,NA,NA
2015,"MUNICIPIO",2509701,NA,0.628,NA,NA
2015,"MUNICIPIO",3531704,NA,0.71,NA,NA
2015,"MUNICIPIO",2705408,NA,0.539,NA,NA
2015,"MUNICIPIO",4312401,NA,0.755,NA,NA
2015,"MUNICIPIO",2107001,NA,0.575,NA,NA
2015,"MUNICIPIO",3143302,NA,0.77,NA,NA
2015,"MUNICIPIO",5213707,NA,0.707,NA,NA
2015,"MUNICIPIO",3143450,NA,0.587,NA,NA
2015,"MUNICIPIO",5213756,NA,0.733,NA,NA
2015,"MUNICIPIO",5213772,NA,0.613,NA,NA
2015,"MUNICIPIO",2308708,NA,0.61,NA,NA
2015,"MUNICIPIO",3143500,NA,0.696,NA,NA
2015,"MUNICIPIO",2308807,NA,0.581,NA,NA
2015,"MUNICIPIO",2614303,NA,0.6,NA,NA
2015,"MUNICIPIO",4116109,NA,0.675,NA,NA
2015,"MUNICIPIO",2609402,NA,0.652,NA,NA
2015,"MUNICIPIO",4312427,NA,0.714,NA,NA
2015,"MUNICIPIO",2921609,NA,0.558,NA,NA
2015,"MUNICIPIO",4116208,NA,0.686,NA,NA
2015,"MUNICIPIO",2308906,NA,0.588,NA,NA
2015,"MUNICIPIO",5213806,NA,0.588,NA,NA
2015,"MUNICIPIO",2308906,NA,0.734,NA,NA
2015,"MUNICIPIO",5213806,NA,0.734,NA,NA
2015,"MUNICIPIO",4312443,NA,0.711,NA,NA
2015,"MUNICIPIO",3531902,NA,0.712,NA,NA
2015,"MUNICIPIO",5213855,NA,0.695,NA,NA
2015,"MUNICIPIO",2206654,NA,0.542,NA,NA
2015,"MUNICIPIO",4211207,NA,0.738,NA,NA
2015,"MUNICIPIO",3143609,NA,0.648,NA,NA
2015,"MUNICIPIO",2921708,NA,0.588,NA,NA
2015,"MUNICIPIO",2206670,NA,0.55,NA,NA
2015,"MUNICIPIO",3143708,NA,0.597,NA,NA
2015,"MUNICIPIO",4211256,NA,0.701,NA,NA
2015,"MUNICIPIO",4312450,NA,0.702,NA,NA
2015,"MUNICIPIO",4312476,NA,0.743,NA,NA
2015,"MUNICIPIO",2107100,NA,0.548,NA,NA
2015,"MUNICIPIO",2921807,NA,0.618,NA,NA
2015,"MUNICIPIO",3532009,NA,0.715,NA,NA
2015,"MUNICIPIO",5213905,NA,0.706,NA,NA
2015,"MUNICIPIO",2408003,NA,0.72,NA,NA
2015,"MUNICIPIO",4312500,NA,0.664,NA,NA
2015,"MUNICIPIO",3532058,NA,0.741,NA,NA
2015,"MUNICIPIO",5214002,NA,0.683,NA,NA
2015,"MUNICIPIO",1504901,NA,0.547,NA,NA
2015,"MUNICIPIO",1400308,NA,0.665,NA,NA
2015,"MUNICIPIO",2309003,NA,0.607,NA,NA
2015,"MUNICIPIO",2921906,NA,0.606,NA,NA
2015,"MUNICIPIO",4312609,NA,0.746,NA,NA
2015,"MUNICIPIO",2922003,NA,0.665,NA,NA
2015,"MUNICIPIO",3203601,NA,0.666,NA,NA
2015,"MUNICIPIO",4312617,NA,0.702,NA,NA
2015,"MUNICIPIO",4312625,NA,0.689,NA,NA
2015,"MUNICIPIO",2309102,NA,0.607,NA,NA
2015,"MUNICIPIO",2509800,NA,0.607,NA,NA
2015,"MUNICIPIO",2309102,NA,0.565,NA,NA
2015,"MUNICIPIO",2509800,NA,0.565,NA,NA
2015,"MUNICIPIO",2922052,NA,0.566,NA,NA
2015,"MUNICIPIO",2922102,NA,0.59,NA,NA
2015,"MUNICIPIO",5005681,NA,0.59,NA,NA
2015,"MUNICIPIO",5214051,NA,0.59,NA,NA
2015,"MUNICIPIO",2922102,NA,0.634,NA,NA
2015,"MUNICIPIO",5005681,NA,0.634,NA,NA
2015,"MUNICIPIO",5214051,NA,0.634,NA,NA
2015,"MUNICIPIO",2922102,NA,0.686,NA,NA
2015,"MUNICIPIO",5005681,NA,0.686,NA,NA
2015,"MUNICIPIO",5214051,NA,0.686,NA,NA
2015,"MUNICIPIO",3143807,NA,0.647,NA,NA
2015,"MUNICIPIO",4116307,NA,0.726,NA,NA
2015,"MUNICIPIO",2922201,NA,0.617,NA,NA
2015,"MUNICIPIO",3203700,NA,0.645,NA,NA
2015,"MUNICIPIO",2922250,NA,0.549,NA,NA
2015,"MUNICIPIO",3203809,NA,0.694,NA,NA
2015,"MUNICIPIO",3143906,NA,0.734,NA,NA
2015,"MUNICIPIO",2804300,NA,0.626,NA,NA
2015,"MUNICIPIO",2705507,NA,0.527,NA,NA
2015,"MUNICIPIO",2206696,NA,0.53,NA,NA
2015,"MUNICIPIO",1713957,NA,0.596,NA,NA
2015,"MUNICIPIO",2922300,NA,0.66,NA,NA
2015,"MUNICIPIO",3532108,NA,0.726,NA,NA
2015,"MUNICIPIO",2922409,NA,0.601,NA,NA
2015,"MUNICIPIO",3144003,NA,0.644,NA,NA
2015,"MUNICIPIO",5214101,NA,0.68,NA,NA
2015,"MUNICIPIO",3144102,NA,0.74,NA,NA
2015,"MUNICIPIO",3144201,NA,0.585,NA,NA
2015,"MUNICIPIO",3532157,NA,0.714,NA,NA
2015,"MUNICIPIO",3144300,NA,0.701,NA,NA
2015,"MUNICIPIO",4312658,NA,0.765,NA,NA
2015,"MUNICIPIO",3144359,NA,0.675,NA,NA
2015,"MUNICIPIO",3532207,NA,0.718,NA,NA
2015,"MUNICIPIO",2408102,NA,0.763,NA,NA
2015,"MUNICIPIO",3144375,NA,0.671,NA,NA
2015,"MUNICIPIO",3144409,NA,0.693,NA,NA
2015,"MUNICIPIO",1714203,NA,0.73,NA,NA
2015,"MUNICIPIO",3303104,NA,0.73,NA,NA
2015,"MUNICIPIO",1714203,NA,0.673,NA,NA
2015,"MUNICIPIO",3303104,NA,0.673,NA,NA
2015,"MUNICIPIO",3532306,NA,0.655,NA,NA
2015,"MUNICIPIO",2509909,NA,0.541,NA,NA
2015,"MUNICIPIO",4211306,NA,0.736,NA,NA
2015,"MUNICIPIO",5005707,NA,0.7,NA,NA
2015,"MUNICIPIO",1714302,NA,0.641,NA,NA
2015,"MUNICIPIO",2922508,NA,0.641,NA,NA
2015,"MUNICIPIO",1714302,NA,0.643,NA,NA
2015,"MUNICIPIO",2922508,NA,0.643,NA,NA
2015,"MUNICIPIO",2609501,NA,0.662,NA,NA
2015,"MUNICIPIO",2206704,NA,0.576,NA,NA
2015,"MUNICIPIO",3532405,NA,0.678,NA,NA
2015,"MUNICIPIO",3144508,NA,0.69,NA,NA
2015,"MUNICIPIO",2510006,NA,0.562,NA,NA
2015,"MUNICIPIO",2206720,NA,0.602,NA,NA
2015,"MUNICIPIO",5214408,NA,0.71,NA,NA
2015,"MUNICIPIO",2804409,NA,0.589,NA,NA
2015,"MUNICIPIO",3144607,NA,0.667,NA,NA
2015,"MUNICIPIO",5214507,NA,0.721,NA,NA
2015,"MUNICIPIO",3532504,NA,0.754,NA,NA
2015,"MUNICIPIO",1303007,NA,0.586,NA,NA
2015,"MUNICIPIO",3532603,NA,0.751,NA,NA
2015,"MUNICIPIO",4312674,NA,0.753,NA,NA
2015,"MUNICIPIO",2922607,NA,0.547,NA,NA
2015,"MUNICIPIO",3303203,NA,0.753,NA,NA
2015,"MUNICIPIO",2107209,NA,0.585,NA,NA
2015,"MUNICIPIO",3144656,NA,0.556,NA,NA
2015,"MUNICIPIO",5005806,NA,0.639,NA,NA
2015,"MUNICIPIO",3532702,NA,0.713,NA,NA
2015,"MUNICIPIO",5214606,NA,0.715,NA,NA
2015,"MUNICIPIO",2408201,NA,0.622,NA,NA
2015,"MUNICIPIO",3303302,NA,0.837,NA,NA
2015,"MUNICIPIO",5105903,NA,0.699,NA,NA
2015,"MUNICIPIO",4312708,NA,0.702,NA,NA
2015,"MUNICIPIO",2922656,NA,0.56,NA,NA
2015,"MUNICIPIO",1400407,NA,0.594,NA,NA
2015,"MUNICIPIO",5106000,NA,0.702,NA,NA
2015,"MUNICIPIO",2804458,NA,0.577,NA,NA
2015,"MUNICIPIO",2804508,NA,0.587,NA,NA
2015,"MUNICIPIO",2804607,NA,0.6,NA,NA
2015,"MUNICIPIO",4116406,NA,0.709,NA,NA
2015,"MUNICIPIO",2804706,NA,0.598,NA,NA
2015,"MUNICIPIO",2206753,NA,0.586,NA,NA
2015,"MUNICIPIO",5106109,NA,0.638,NA,NA
2015,"MUNICIPIO",2804805,NA,0.664,NA,NA
2015,"MUNICIPIO",2206803,NA,0.533,NA,NA
2015,"MUNICIPIO",3532801,NA,0.738,NA,NA
2015,"MUNICIPIO",4116505,NA,0.717,NA,NA
2015,"MUNICIPIO",4312757,NA,0.74,NA,NA
2015,"MUNICIPIO",5006002,NA,0.694,NA,NA
2015,"MUNICIPIO",5214705,NA,0.678,NA,NA
2015,"MUNICIPIO",4116604,NA,0.698,NA,NA
2015,"MUNICIPIO",5006200,NA,0.721,NA,NA
2015,"MUNICIPIO",4312807,NA,0.785,NA,NA
2015,"MUNICIPIO",4116703,NA,0.747,NA,NA
2015,"MUNICIPIO",5214804,NA,0.747,NA,NA
2015,"MUNICIPIO",4116703,NA,0.733,NA,NA
2015,"MUNICIPIO",5214804,NA,0.733,NA,NA
2015,"MUNICIPIO",5106158,NA,0.65,NA,NA
2015,"MUNICIPIO",4312906,NA,0.747,NA,NA
2015,"MUNICIPIO",3144672,NA,0.592,NA,NA
2015,"MUNICIPIO",4312955,NA,0.768,NA,NA
2015,"MUNICIPIO",5106208,NA,0.651,NA,NA
2015,"MUNICIPIO",1100148,NA,0.643,NA,NA
2015,"MUNICIPIO",4313003,NA,0.778,NA,NA
2015,"MUNICIPIO",3532827,NA,0.651,NA,NA
2015,"MUNICIPIO",2922706,NA,0.545,NA,NA
2015,"MUNICIPIO",5106216,NA,0.686,NA,NA
2015,"MUNICIPIO",3532843,NA,0.715,NA,NA
2015,"MUNICIPIO",4313011,NA,0.759,NA,NA
2015,"MUNICIPIO",4116802,NA,0.658,NA,NA
2015,"MUNICIPIO",3532868,NA,0.756,NA,NA
2015,"MUNICIPIO",2107258,NA,0.566,NA,NA
2015,"MUNICIPIO",5214838,NA,0.643,NA,NA
2015,"MUNICIPIO",2408300,NA,0.629,NA,NA
2015,"MUNICIPIO",3144706,NA,0.709,NA,NA
2015,"MUNICIPIO",4211405,NA,0.765,NA,NA
2015,"MUNICIPIO",4116901,NA,0.722,NA,NA
2015,"MUNICIPIO",1504950,NA,0.502,NA,NA
2015,"MUNICIPIO",4116950,NA,0.714,NA,NA
2015,"MUNICIPIO",4313037,NA,0.735,NA,NA
2015,"MUNICIPIO",3532900,NA,0.765,NA,NA
2015,"MUNICIPIO",2922730,NA,0.597,NA,NA
2015,"MUNICIPIO",4117008,NA,0.597,NA,NA
2015,"MUNICIPIO",2922730,NA,0.688,NA,NA
2015,"MUNICIPIO",4117008,NA,0.688,NA,NA
2015,"MUNICIPIO",2510105,NA,0.601,NA,NA
2015,"MUNICIPIO",3303401,NA,0.745,NA,NA
2015,"MUNICIPIO",5214861,NA,0.681,NA,NA
2015,"MUNICIPIO",3533007,NA,0.739,NA,NA
2015,"MUNICIPIO",5108808,NA,0.688,NA,NA
2015,"MUNICIPIO",3533106,NA,0.726,NA,NA
2015,"MUNICIPIO",4313060,NA,0.689,NA,NA
2015,"MUNICIPIO",2922755,NA,0.57,NA,NA
2015,"MUNICIPIO",3303500,NA,0.713,NA,NA
2015,"MUNICIPIO",5214879,NA,0.655,NA,NA
2015,"MUNICIPIO",3533205,NA,0.735,NA,NA
2015,"MUNICIPIO",2107308,NA,0.584,NA,NA
2015,"MUNICIPIO",1504976,NA,0.581,NA,NA
2015,"MUNICIPIO",4211454,NA,0.736,NA,NA
2015,"MUNICIPIO",2922805,NA,0.524,NA,NA
2015,"MUNICIPIO",5106182,NA,0.636,NA,NA
2015,"MUNICIPIO",4117057,NA,0.642,NA,NA
2015,"MUNICIPIO",3144805,NA,0.813,NA,NA
2015,"MUNICIPIO",4117107,NA,0.758,NA,NA
2015,"MUNICIPIO",3533304,NA,0.743,NA,NA
2015,"MUNICIPIO",1100338,NA,0.587,NA,NA
2015,"MUNICIPIO",5108857,NA,0.704,NA,NA
2015,"MUNICIPIO",5108907,NA,0.663,NA,NA
2015,"MUNICIPIO",3144904,NA,0.63,NA,NA
2015,"MUNICIPIO",5108956,NA,0.691,NA,NA
2015,"MUNICIPIO",5106224,NA,0.758,NA,NA
2015,"MUNICIPIO",5106174,NA,0.595,NA,NA
2015,"MUNICIPIO",3533403,NA,0.791,NA,NA
2015,"MUNICIPIO",4117206,NA,0.682,NA,NA
2015,"MUNICIPIO",5106232,NA,0.682,NA,NA
2015,"MUNICIPIO",4117206,NA,0.71,NA,NA
2015,"MUNICIPIO",5106232,NA,0.71,NA,NA
2015,"MUNICIPIO",1714880,NA,0.625,NA,NA
2015,"MUNICIPIO",2309201,NA,0.625,NA,NA
2015,"MUNICIPIO",2510204,NA,0.625,NA,NA
2015,"MUNICIPIO",1714880,NA,0.573,NA,NA
2015,"MUNICIPIO",2309201,NA,0.573,NA,NA
2015,"MUNICIPIO",2510204,NA,0.573,NA,NA
2015,"MUNICIPIO",1714880,NA,0.631,NA,NA
2015,"MUNICIPIO",2309201,NA,0.631,NA,NA
2015,"MUNICIPIO",2510204,NA,0.631,NA,NA
2015,"MUNICIPIO",2107357,NA,0.581,NA,NA
2015,"MUNICIPIO",1303106,NA,0.558,NA,NA
2015,"MUNICIPIO",4313086,NA,0.761,NA,NA
2015,"MUNICIPIO",4313102,NA,0.744,NA,NA
2015,"MUNICIPIO",2510303,NA,0.595,NA,NA
2015,"MUNICIPIO",4313201,NA,0.78,NA,NA
2015,"MUNICIPIO",3145000,NA,0.701,NA,NA
2015,"MUNICIPIO",3145059,NA,0.641,NA,NA
2015,"MUNICIPIO",4313300,NA,0.766,NA,NA
2015,"MUNICIPIO",4117255,NA,0.716,NA,NA
2015,"MUNICIPIO",4313334,NA,0.742,NA,NA
2015,"MUNICIPIO",2922854,NA,0.567,NA,NA
2015,"MUNICIPIO",3145109,NA,0.671,NA,NA
2015,"MUNICIPIO",5214903,NA,0.634,NA,NA
2015,"MUNICIPIO",4313359,NA,0.741,NA,NA
2015,"MUNICIPIO",1715002,NA,0.661,NA,NA
2015,"MUNICIPIO",2309300,NA,0.614,NA,NA
2015,"MUNICIPIO",4117214,NA,0.68,NA,NA
2015,"MUNICIPIO",5106190,NA,0.714,NA,NA
2015,"MUNICIPIO",2207959,NA,0.554,NA,NA
2015,"MUNICIPIO",4313375,NA,0.554,NA,NA
2015,"MUNICIPIO",2207959,NA,0.718,NA,NA
2015,"MUNICIPIO",4313375,NA,0.718,NA,NA
2015,"MUNICIPIO",4117222,NA,0.731,NA,NA
2015,"MUNICIPIO",3145208,NA,0.715,NA,NA
2015,"MUNICIPIO",2922904,NA,0.555,NA,NA
2015,"MUNICIPIO",4117271,NA,0.651,NA,NA
2015,"MUNICIPIO",1505007,NA,0.609,NA,NA
2015,"MUNICIPIO",4211504,NA,0.748,NA,NA
2015,"MUNICIPIO",5106240,NA,0.669,NA,NA
2015,"MUNICIPIO",1101435,NA,0.662,NA,NA
2015,"MUNICIPIO",3136603,NA,0.662,NA,NA
2015,"MUNICIPIO",1101435,NA,0.587,NA,NA
2015,"MUNICIPIO",3136603,NA,0.587,NA,NA
2015,"MUNICIPIO",3203908,NA,0.712,NA,NA
2015,"MUNICIPIO",4211603,NA,0.718,NA,NA
2015,"MUNICIPIO",5215009,NA,0.718,NA,NA
2015,"MUNICIPIO",4211603,NA,0.768,NA,NA
2015,"MUNICIPIO",5215009,NA,0.768,NA,NA
2015,"MUNICIPIO",2923001,NA,0.654,NA,NA
2015,"MUNICIPIO",5106257,NA,0.704,NA,NA
2015,"MUNICIPIO",3533254,NA,0.719,NA,NA
2015,"MUNICIPIO",1715101,NA,0.639,NA,NA
2015,"MUNICIPIO",1303205,NA,0.57,NA,NA
2015,"MUNICIPIO",1715150,NA,0.699,NA,NA
2015,"MUNICIPIO",1303304,NA,0.554,NA,NA
2015,"MUNICIPIO",4313490,NA,0.706,NA,NA
2015,"MUNICIPIO",5215207,NA,0.699,NA,NA
2015,"MUNICIPIO",4313391,NA,0.688,NA,NA
2015,"MUNICIPIO",3145307,NA,0.571,NA,NA
2015,"MUNICIPIO",5215231,NA,0.684,NA,NA
2015,"MUNICIPIO",4313409,NA,0.747,NA,NA
2015,"MUNICIPIO",2923035,NA,0.597,NA,NA
2015,"MUNICIPIO",3533502,NA,0.597,NA,NA
2015,"MUNICIPIO",4211652,NA,0.597,NA,NA
2015,"MUNICIPIO",2923035,NA,0.706,NA,NA
2015,"MUNICIPIO",3533502,NA,0.706,NA,NA
2015,"MUNICIPIO",4211652,NA,0.706,NA,NA
2015,"MUNICIPIO",2923035,NA,0.753,NA,NA
2015,"MUNICIPIO",3533502,NA,0.753,NA,NA
2015,"MUNICIPIO",4211652,NA,0.753,NA,NA
2015,"MUNICIPIO",5106273,NA,0.664,NA,NA
2015,"MUNICIPIO",1100502,NA,0.634,NA,NA
2015,"MUNICIPIO",5006259,NA,0.649,NA,NA
2015,"MUNICIPIO",4117297,NA,0.71,NA,NA
2015,"MUNICIPIO",1715259,NA,0.596,NA,NA
2015,"MUNICIPIO",2705606,NA,0.521,NA,NA
2015,"MUNICIPIO",4313425,NA,0.663,NA,NA
2015,"MUNICIPIO",5106265,NA,0.674,NA,NA
2015,"MUNICIPIO",2309409,NA,0.605,NA,NA
2015,"MUNICIPIO",3145356,NA,0.555,NA,NA
2015,"MUNICIPIO",2206902,NA,0.562,NA,NA
2015,"MUNICIPIO",5215256,NA,0.658,NA,NA
2015,"MUNICIPIO",1505031,NA,0.673,NA,NA
2015,"MUNICIPIO",1505064,NA,0.537,NA,NA
2015,"MUNICIPIO",2206951,NA,0.653,NA,NA
2015,"MUNICIPIO",5106315,NA,0.653,NA,NA
2015,"MUNICIPIO",2206951,NA,0.528,NA,NA
2015,"MUNICIPIO",5106315,NA,0.528,NA,NA
2015,"MUNICIPIO",5106281,NA,0.649,NA,NA
2015,"MUNICIPIO",4313441,NA,0.676,NA,NA
2015,"MUNICIPIO",2923050,NA,0.554,NA,NA
2015,"MUNICIPIO",4313466,NA,0.767,NA,NA
2015,"MUNICIPIO",3145372,NA,0.616,NA,NA
2015,"MUNICIPIO",3533601,NA,0.746,NA,NA
2015,"MUNICIPIO",1505106,NA,0.594,NA,NA
2015,"MUNICIPIO",2309458,NA,0.594,NA,NA
2015,"MUNICIPIO",3533700,NA,0.717,NA,NA
2015,"MUNICIPIO",2207009,NA,0.634,NA,NA
2015,"MUNICIPIO",1505205,NA,0.507,NA,NA
2015,"MUNICIPIO",1600501,NA,0.658,NA,NA
2015,"MUNICIPIO",3145406,NA,0.636,NA,NA
2015,"MUNICIPIO",3533809,NA,0.73,NA,NA
2015,"MUNICIPIO",2510402,NA,0.572,NA,NA
2015,"MUNICIPIO",2107407,NA,0.589,NA,NA
2015,"MUNICIPIO",2705705,NA,0.565,NA,NA
2015,"MUNICIPIO",2705804,NA,0.525,NA,NA
2015,"MUNICIPIO",2207108,NA,0.576,NA,NA
2015,"MUNICIPIO",2705903,NA,0.503,NA,NA
2015,"MUNICIPIO",2408409,NA,0.585,NA,NA
2015,"MUNICIPIO",3145455,NA,0.626,NA,NA
2015,"MUNICIPIO",3533908,NA,0.773,NA,NA
2015,"MUNICIPIO",3145505,NA,0.674,NA,NA
2015,"MUNICIPIO",2609600,NA,0.735,NA,NA
2015,"MUNICIPIO",2107456,NA,0.575,NA,NA
2015,"MUNICIPIO",2923100,NA,0.559,NA,NA
2015,"MUNICIPIO",2510501,NA,0.603,NA,NA
2015,"MUNICIPIO",3145604,NA,0.699,NA,NA
2015,"MUNICIPIO",1715507,NA,0.675,NA,NA
2015,"MUNICIPIO",2923209,NA,0.554,NA,NA
2015,"MUNICIPIO",3145703,NA,0.635,NA,NA
2015,"MUNICIPIO",2706000,NA,0.493,NA,NA
2015,"MUNICIPIO",3145802,NA,0.663,NA,NA
2015,"MUNICIPIO",3534005,NA,0.738,NA,NA
2015,"MUNICIPIO",3145851,NA,0.637,NA,NA
2015,"MUNICIPIO",3534104,NA,0.77,NA,NA
2015,"MUNICIPIO",3534203,NA,0.767,NA,NA
2015,"MUNICIPIO",1505304,NA,0.623,NA,NA
2015,"MUNICIPIO",3145877,NA,0.562,NA,NA
2015,"MUNICIPIO",5215306,NA,0.715,NA,NA
2015,"MUNICIPIO",3534302,NA,0.78,NA,NA
2015,"MUNICIPIO",4211702,NA,0.755,NA,NA
2015,"MUNICIPIO",2609709,NA,0.61,NA,NA
